"AC001","5010","PR","04302026","8500.00","E101","GROSS","ENG","CA","02"
"AC001","2110","PR","04302026","-1500.00","E101","EE FEDERAL TAX","ENG","CA","02"
"AC001","2130","PR","04302026","-680.00","E101","CA TAX","ENG","CA","02"
"AC001","2115","PR","04302026","-527.00","E101","EE SOCIAL SECURITY","ENG","CA","02"
"AC001","2120","PR","04302026","-123.25","E101","EE MEDICARE","ENG","CA","02"
"AC001","5200","PR","04302026","527.00","E101","ER SOCIAL SECURITY","ENG","CA","02"
"AC001","5210","PR","04302026","123.25","E101","ER MEDICARE","ENG","CA","02"
"AC001","5220","PR","04302026","51.00","E101","FUTA TAX","ENG","CA","02"
"AC001","5230","PR","04302026","220.00","E101","CA SUI","ENG","CA","02"
"AC001","2100","PR","04302026","-5669.75","E101","NET PAY","ENG","CA","02"
"AC001","5010","PR","04302026","9200.00","E102","GROSS","ENG","NY","02"
"AC001","2110","PR","04302026","-1700.00","E102","EE FEDERAL TAX","ENG","NY","02"
"AC001","2130","PR","04302026","-575.00","E102","NY TAX","ENG","NY","02"
"AC001","2115","PR","04302026","-570.40","E102","EE SOCIAL SECURITY","ENG","NY","02"
"AC001","2120","PR","04302026","-133.40","E102","EE MEDICARE","ENG","NY","02"
"AC001","5200","PR","04302026","570.40","E102","ER SOCIAL SECURITY","ENG","NY","02"
"AC001","5210","PR","04302026","133.40","E102","ER MEDICARE","ENG","NY","02"
"AC001","5220","PR","04302026","55.20","E102","FUTA TAX","ENG","NY","02"
"AC001","5230","PR","04302026","380.00","E102","NY SUI","ENG","NY","02"
"AC001","2100","PR","04302026","-6221.20","E102","NET PAY","ENG","NY","02"
"AC001","5010","PR","04302026","7800.00","E103","GROSS","ENG","TX","02"
"AC001","2110","PR","04302026","-1300.00","E103","EE FEDERAL TAX","ENG","TX","02"
"AC001","2115","PR","04302026","-483.60","E103","EE SOCIAL SECURITY","ENG","TX","02"
"AC001","2120","PR","04302026","-113.10","E103","EE MEDICARE","ENG","TX","02"
"AC001","5200","PR","04302026","483.60","E103","ER SOCIAL SECURITY","ENG","TX","02"
"AC001","5210","PR","04302026","113.10","E103","ER MEDICARE","ENG","TX","02"
"AC001","5220","PR","04302026","46.80","E103","FUTA TAX","ENG","TX","02"
"AC001","5230","PR","04302026","202.00","E103","TX SUI","ENG","TX","02"
"AC001","2100","PR","04302026","-5903.30","E103","NET PAY","ENG","TX","02"
"AC001","","PR","04302026","-2905.75","","","","","02"
